Year,NOC,Gold,Silver,Bronze,Is_Host,Total_medals,Total_events_4_Years,Total_events_8_Years,Total_events_12_Years,Total_disciplines_4_Years,Total_disciplines_8_Years,Total_disciplines_12_Years,Total_sports_4_Years,Total_sports_8_Years,Total_sports_12_Years,Participants_4_Years,Participants_8_Years,Participants_12_Years,Gold_4_Years,Gold_8_Years,Gold_12_Years,Total_medals_4_Years,Total_medals_8_Years,Total_medals_12_Years
1984,GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,GAB,0,0,0,0,0,195,0,0,28,0,0,21,0,0,1,0,0,0,0,0,0,0,0
2000,GAB,0,0,0,0,0,221,0,0,29,0,0,21,0,0,4,0,0,0,0,0,0,0,0
2004,GAB,0,0,0,0,0,237,0,0,31,0,0,23,0,0,2,0,0,0,0,0,0,0,0
2008,GAB,0,0,0,0,0,257,0,0,34,0,0,25,0,0,5,0,0,0,0,0,0,0,0
2012,GAB,0,1,0,0,1,271,195,0,37,28,0,25,21,0,9,1,0,0,0,0,0,0,0
2016,GAB,0,0,0,0,0,300,221,0,40,29,0,27,21,0,6,4,0,0,0,0,0,0,0
2020,GAB,0,0,0,0,0,301,237,0,40,31,0,27,23,0,5,2,0,0,0,0,0,0,0
2024,GAB,0,0,0,0,0,302,257,0,42,34,0,27,25,0,4,5,0,0,0,0,0,0,0
1984,GAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,GAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,GAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,GAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,GAM,0,0,0,0,0,221,0,0,29,0,0,21,0,0,16,0,0,0,0,0,0,0,0
2004,GAM,0,0,0,0,0,237,0,0,31,0,0,23,0,0,6,0,0,0,0,0,0,0,0
2008,GAM,0,0,0,0,0,257,0,0,34,0,0,25,0,0,8,0,0,0,0,0,0,0,0
2012,GAM,0,0,0,0,0,271,0,0,37,0,0,25,0,0,12,0,0,0,0,0,0,0,0
2016,GAM,0,0,0,0,0,300,221,0,40,29,0,27,21,0,2,16,0,0,0,0,0,0,0
2020,GAM,0,0,0,0,0,301,237,0,40,31,0,27,23,0,3,6,0,0,0,0,0,0,0
2024,GAM,0,0,0,0,0,302,257,0,42,34,0,27,25,0,3,8,0,0,0,0,0,0,0
1896,GBR,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,GBR,59,34,15,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,GBR,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,GBR,9,22,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,GBR,147,131,90,1,368,43,0,0,10,0,0,11,0,0,25,0,0,3,0,0,9,0,0
1912,GBR,47,64,59,0,170,97,0,0,22,0,0,20,0,0,146,0,0,59,0,0,108,0,0
1920,GBR,52,42,17,0,111,95,0,0,18,0,0,16,0,0,6,0,0,1,0,0,2,0,0
1924,GBR,15,30,19,0,64,0,0,0,0,0,0,0,0,0,113,0,0,9,0,0,39,0,0
1928,GBR,7,27,24,0,58,110,43,0,25,10,0,22,11,0,972,25,0,147,3,0,368,9,0
1932,GBR,9,12,14,0,35,102,97,0,18,22,0,14,20,0,461,146,0,47,59,0,170,108,0
1936,GBR,12,16,8,0,36,156,95,0,29,18,0,22,16,0,345,6,0,52,1,0,111,2,0
1948,GBR,7,42,12,1,61,126,0,0,23,0,0,17,0,0,428,113,0,15,9,0,64,39,0
1952,GBR,3,2,26,0,31,109,110,43,20,25,10,14,22,11,354,972,25,7,147,3,58,368,9
1956,GBR,8,16,22,0,46,117,102,97,20,18,22,14,14,20,170,461,146,9,47,59,35,170,108
1960,GBR,2,11,15,0,28,129,156,95,25,29,18,19,22,16,250,345,6,12,52,1,36,111,2
1964,GBR,4,19,5,0,28,136,126,0,23,23,0,17,17,0,590,428,113,7,15,9,61,64,39
1968,GBR,9,5,5,0,19,149,109,110,23,20,25,17,14,22,401,354,972,3,7,147,31,58,368
1972,GBR,8,9,12,0,29,151,117,102,23,20,18,17,14,14,283,170,461,8,9,47,46,35,170
1976,GBR,6,15,11,0,32,150,129,156,23,25,29,17,19,22,389,250,345,2,12,52,28,36,111
1980,GBR,5,18,24,0,47,163,136,126,25,23,23,19,17,17,301,590,428,4,7,15,28,61,64
1984,GBR,9,20,42,0,71,172,149,109,24,23,20,18,17,14,328,401,354,9,3,7,19,31,58
1988,GBR,22,17,15,0,54,195,151,117,28,23,20,21,17,14,433,283,170,8,8,9,29,46,35
1992,GBR,8,3,39,0,50,198,150,129,27,23,25,21,17,19,353,389,250,6,2,12,32,28,36
1996,GBR,2,15,9,0,26,203,163,136,27,25,23,21,19,17,328,301,590,5,4,7,47,28,61
2000,GBR,22,20,12,0,54,221,172,149,29,24,23,21,18,17,509,328,401,9,9,3,71,19,31
2004,GBR,17,25,15,0,57,237,195,151,31,28,23,23,21,17,472,433,283,22,8,8,54,29,46
2008,GBR,31,25,25,0,81,257,198,150,34,27,23,25,21,17,512,353,389,8,6,2,50,32,28
2012,GBR,48,30,48,1,126,271,203,163,37,27,25,25,21,19,391,328,301,2,5,4,26,47,28
2016,GBR,64,55,26,0,145,300,221,172,40,29,24,27,21,18,415,509,328,22,9,9,54,71,19
2020,GBR,41,43,57,0,141,301,237,195,40,31,28,27,23,21,360,472,433,17,22,8,57,54,29
2024,GBR,39,41,76,0,156,302,257,198,42,34,27,27,25,21,420,512,353,31,8,6,81,50,32
1996,GBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,GBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,GBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,GBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,GBS,0,0,0,0,0,271,0,0,37,0,0,25,0,0,3,0,0,0,0,0,0,0,0
2016,GBS,0,0,0,0,0,300,0,0,40,0,0,27,0,0,3,0,0,0,0,0,0,0,0
2020,GBS,0,0,0,0,0,301,0,0,40,0,0,27,0,0,3,0,0,0,0,0,0,0,0
2024,GBS,0,0,0,0,0,302,0,0,42,0,0,27,0,0,3,0,0,0,0,0,0,0,0
1968,GDR,13,20,19,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,GDR,30,64,57,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,GDR,102,51,42,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,GDR,115,88,61,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,GDR,79,54,48,0,181,172,0,0,24,0,0,18,0,0,346,0,0,13,0,0,52,0,0
1996,GEO,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,GEO,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,GEO,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,GEO,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,GEO,1,3,3,0,7,271,0,0,37,0,0,25,0,0,42,0,0,0,0,0,2,0,0
2016,GEO,2,1,4,0,7,300,0,0,40,0,0,27,0,0,47,0,0,0,0,0,6,0,0
2020,GEO,2,5,1,0,8,301,0,0,40,0,0,27,0,0,39,0,0,2,0,0,4,0,0
2024,GEO,3,3,1,0,7,302,0,0,42,0,0,27,0,0,38,0,0,3,0,0,6,0,0
1984,GEQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,GEQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,GEQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,GEQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,GEQ,0,0,0,0,0,221,0,0,29,0,0,21,0,0,5,0,0,0,0,0,0,0,0
2004,GEQ,0,0,0,0,0,237,0,0,31,0,0,23,0,0,7,0,0,0,0,0,0,0,0
2008,GEQ,0,0,0,0,0,257,0,0,34,0,0,25,0,0,8,0,0,0,0,0,0,0,0
2012,GEQ,0,0,0,0,0,271,0,0,37,0,0,25,0,0,8,0,0,0,0,0,0,0,0
2016,GEQ,0,0,0,0,0,300,221,0,40,29,0,27,21,0,4,5,0,0,0,0,0,0,0
2020,GEQ,0,0,0,0,0,301,237,0,40,31,0,27,23,0,2,7,0,0,0,0,0,0,0
2024,GEQ,0,0,0,0,0,302,257,0,42,34,0,27,25,0,3,8,0,0,0,0,0,0,0
1896,GER,25,5,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,GER,14,20,11,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,GER,4,5,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,GER,14,10,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,GER,4,11,6,0,21,43,0,0,10,0,0,11,0,0,94,0,0,25,0,0,32,0,0
1912,GER,11,19,23,0,53,97,0,0,22,0,0,20,0,0,103,0,0,14,0,0,45,0,0
1928,GER,21,15,41,0,77,95,0,0,18,0,0,16,0,0,55,0,0,4,0,0,16,0,0
1932,GER,10,26,7,0,43,0,0,0,0,0,0,0,0,0,157,0,0,14,0,0,30,0,0
1936,GER,93,70,61,1,224,110,43,0,25,10,0,22,11,0,148,94,0,4,25,0,21,32,0
1952,GER,0,14,26,0,40,102,97,0,18,22,0,14,20,0,312,103,0,11,14,0,53,45,0
1956,GER,9,20,23,0,52,109,95,0,20,18,0,14,16,0,399,55,0,21,4,0,77,16,0
1960,GER,34,33,22,0,89,117,0,0,20,0,0,14,0,0,202,157,0,10,14,0,43,30,0
1964,GER,22,44,50,0,116,129,110,43,25,25,10,19,22,11,581,148,94,93,4,25,224,21,32
1992,GER,81,57,60,0,198,149,102,97,23,18,22,17,14,20,365,312,103,0,11,14,40,53,45
1996,GER,42,35,47,0,124,151,109,95,23,20,18,17,14,16,261,399,55,9,21,4,52,77,16
2000,GER,31,23,64,0,118,150,117,0,23,20,0,17,14,0,425,202,157,34,10,14,89,43,30
2004,GER,41,45,63,0,149,163,129,110,25,25,25,19,19,22,478,581,148,22,93,4,116,224,21
2008,GER,42,16,41,0,99,257,149,102,34,23,18,25,17,14,653,365,312,81,0,11,198,40,53
2012,GER,45,27,22,0,94,271,151,109,37,23,20,25,17,14,626,261,399,42,9,21,124,52,77
2016,GER,49,43,67,0,159,300,150,117,40,23,20,27,17,14,567,425,202,31,34,10,118,89,43
2020,GER,21,26,34,0,81,301,163,129,40,25,25,27,19,19,592,478,581,41,22,93,149,116,224
2024,GER,21,49,38,0,108,302,257,149,42,34,23,27,25,17,558,653,365,42,81,0,99,198,40
1952,GHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,GHA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,GHA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,GHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,GHA,0,0,1,0,1,149,0,0,23,0,0,17,0,0,9,0,0,0,0,0,0,0,0
1984,GHA,0,0,0,0,0,150,0,0,23,0,0,17,0,0,15,0,0,0,0,0,1,0,0
1988,GHA,0,0,0,0,0,163,0,0,25,0,0,19,0,0,40,0,0,0,0,0,1,0,0
1992,GHA,0,0,20,0,20,172,0,0,24,0,0,18,0,0,36,0,0,0,0,0,0,0,0
1996,GHA,0,0,0,0,0,195,149,0,28,23,0,21,17,0,41,9,0,0,0,0,1,0,0
2000,GHA,0,0,0,0,0,221,150,0,29,23,0,21,17,0,27,15,0,0,0,0,0,1,0
2004,GHA,0,0,0,0,0,237,163,0,31,25,0,23,19,0,21,40,0,0,0,0,0,1,0
2008,GHA,0,0,0,0,0,257,172,0,34,24,0,25,18,0,41,36,0,0,0,0,20,0,0
2012,GHA,0,0,0,0,0,271,195,149,37,28,23,25,21,17,40,41,9,0,0,0,0,1,0
2016,GHA,0,0,0,0,0,300,221,150,40,29,23,27,21,17,28,27,15,0,0,0,0,0,1
2020,GHA,0,0,1,0,1,301,237,163,40,31,25,27,23,19,29,21,40,0,0,0,0,0,1
2024,GHA,0,0,0,0,0,302,257,172,42,34,24,27,25,18,9,41,36,0,0,0,0,20,0
1896,GRE,10,18,20,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,GRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,GRE,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,GRE,24,48,30,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,GRE,0,3,1,0,4,43,0,0,10,0,0,11,0,0,148,0,0,10,0,0,48,0,0
1912,GRE,1,0,1,0,2,97,0,0,22,0,0,20,0,0,4,0,0,0,0,0,0,0,0
1920,GRE,0,5,0,0,5,95,0,0,18,0,0,16,0,0,17,0,0,1,0,0,2,0,0
1924,GRE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,484,0,0,24,0,0,102,0,0
1928,GRE,0,0,0,0,0,110,43,0,25,10,0,22,11,0,49,148,0,0,10,0,4,48,0
1932,GRE,0,0,0,0,0,102,97,0,18,22,0,14,20,0,77,4,0,1,0,0,2,0,0
1936,GRE,0,0,0,0,0,156,95,0,29,18,0,22,16,0,98,17,0,0,1,0,5,2,0
1948,GRE,0,0,0,0,0,126,0,0,23,0,0,17,0,0,79,484,0,1,24,0,1,102,0
1952,GRE,0,0,0,0,0,109,110,43,20,25,10,14,22,11,47,49,148,0,0,10,0,4,48
1956,GRE,0,0,1,0,1,117,102,97,20,18,22,14,14,20,16,77,4,0,1,0,0,2,0
1960,GRE,3,0,0,0,3,129,156,95,25,29,18,19,22,16,64,98,17,0,0,1,0,5,2
1964,GRE,0,0,0,0,0,136,126,0,23,23,0,17,17,0,97,79,484,0,1,24,0,1,102
1968,GRE,0,0,1,0,1,149,109,110,23,20,25,17,14,22,54,47,49,0,0,0,0,0,4
1972,GRE,0,2,0,0,2,151,117,102,23,20,18,17,14,14,16,16,77,0,0,1,1,0,2
1976,GRE,0,0,0,0,0,150,129,156,23,25,29,17,19,22,59,64,98,3,0,0,3,0,5
1980,GRE,1,0,4,0,5,163,136,126,25,23,23,19,17,17,19,97,79,0,0,1,0,0,1
1984,GRE,0,1,1,0,2,172,149,109,24,23,20,18,17,14,44,54,47,0,0,0,1,0,0
1988,GRE,0,0,1,0,1,195,151,117,28,23,20,21,17,14,66,16,16,0,0,0,2,1,0
1992,GRE,2,0,0,0,2,198,150,129,27,23,25,21,17,19,40,59,64,0,3,0,0,3,0
1996,GRE,4,4,0,0,8,203,163,136,27,25,23,21,19,17,45,19,97,1,0,0,5,0,0
2000,GRE,4,6,8,0,18,221,172,149,29,24,23,21,18,17,73,44,54,0,0,0,2,1,0
2004,GRE,8,18,5,1,31,237,195,151,31,28,23,23,21,17,72,66,16,0,0,0,1,2,1
2008,GRE,0,3,4,0,7,257,198,150,34,27,23,25,21,17,76,40,59,2,0,3,2,0,3
2012,GRE,0,0,3,0,3,271,203,163,37,27,25,25,21,19,180,45,19,4,1,0,8,5,0
2016,GRE,3,1,3,0,7,300,221,172,40,29,24,27,21,18,175,73,44,4,0,0,18,2,1
2020,GRE,2,13,1,0,16,301,237,195,40,31,28,27,23,21,499,72,66,8,0,0,31,1,2
2024,GRE,1,1,8,0,10,302,257,198,42,34,27,27,25,21,176,76,40,0,2,0,7,2,0
1984,GRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,GRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,GRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,GRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,GRN,0,0,0,0,0,221,0,0,29,0,0,21,0,0,6,0,0,0,0,0,0,0,0
2004,GRN,0,0,0,0,0,237,0,0,31,0,0,23,0,0,7,0,0,0,0,0,0,0,0
2008,GRN,0,0,0,0,0,257,0,0,34,0,0,25,0,0,5,0,0,0,0,0,0,0,0
2012,GRN,1,0,0,0,1,271,0,0,37,0,0,25,0,0,5,0,0,0,0,0,0,0,0
2016,GRN,0,1,0,0,1,300,221,0,40,29,0,27,21,0,3,6,0,0,0,0,0,0,0
2020,GRN,0,0,1,0,1,301,237,0,40,31,0,27,23,0,5,7,0,0,0,0,0,0,0
2024,GRN,0,0,2,0,2,302,257,0,42,34,0,27,25,0,9,5,0,0,0,0,0,0,0
1932,GUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,GUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,GUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,GUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,GUA,0,0,0,0,0,117,0,0,20,0,0,14,0,0,1,0,0,0,0,0,0,0,0
1980,GUA,0,0,0,0,0,149,0,0,23,0,0,17,0,0,35,0,0,0,0,0,0,0,0
1984,GUA,0,0,0,0,0,172,0,0,24,0,0,18,0,0,67,0,0,0,0,0,0,0,0
1988,GUA,0,0,0,0,0,195,0,0,28,0,0,21,0,0,11,0,0,0,0,0,0,0,0
1992,GUA,0,0,0,0,0,198,117,0,27,20,0,21,14,0,28,1,0,0,0,0,0,0,0
1996,GUA,0,0,0,0,0,203,149,0,27,23,0,21,17,0,10,35,0,0,0,0,0,0,0
2000,GUA,0,0,0,0,0,221,172,0,29,24,0,21,18,0,53,67,0,0,0,0,0,0,0
2004,GUA,0,0,0,0,0,237,195,0,31,28,0,23,21,0,37,11,0,0,0,0,0,0,0
2008,GUA,0,0,0,0,0,257,198,117,34,27,20,25,21,14,41,28,1,0,0,0,0,0,0
2012,GUA,0,1,0,0,1,271,203,149,37,27,23,25,21,17,28,10,35,0,0,0,0,0,0
2016,GUA,0,0,0,0,0,300,221,172,40,29,24,27,21,18,18,53,67,0,0,0,0,0,0
2020,GUA,0,0,0,0,0,301,237,195,40,31,28,27,23,21,19,37,11,0,0,0,0,0,0
2024,GUA,1,0,1,0,2,302,257,198,42,34,27,27,25,21,13,41,28,0,0,0,0,0,0
1968,GUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,GUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,GUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,GUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,GUI,0,0,0,0,0,172,0,0,24,0,0,18,0,0,15,0,0,0,0,0,0,0,0
1996,GUI,0,0,0,0,0,203,0,0,27,0,0,21,0,0,10,0,0,0,0,0,0,0,0
2000,GUI,0,0,0,0,0,221,0,0,29,0,0,21,0,0,1,0,0,0,0,0,0,0,0
2004,GUI,0,0,0,0,0,237,0,0,31,0,0,23,0,0,7,0,0,0,0,0,0,0,0
2008,GUI,0,0,0,0,0,257,172,0,34,24,0,25,18,0,11,15,0,0,0,0,0,0,0
2012,GUI,0,0,0,0,0,271,203,0,37,27,0,25,21,0,5,10,0,0,0,0,0,0,0
2016,GUI,0,0,0,0,0,300,221,0,40,29,0,27,21,0,6,1,0,0,0,0,0,0,0
2020,GUI,0,0,0,0,0,301,237,0,40,31,0,27,23,0,4,7,0,0,0,0,0,0,0
2024,GUI,0,0,0,0,0,302,257,172,42,34,24,27,25,18,5,11,15,0,0,0,0,0,0
1988,GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,GUM,0,0,0,0,0,237,0,0,31,0,0,23,0,0,26,0,0,0,0,0,0,0,0
2008,GUM,0,0,0,0,0,257,0,0,34,0,0,25,0,0,45,0,0,0,0,0,0,0,0
2012,GUM,0,0,0,0,0,271,0,0,37,0,0,25,0,0,9,0,0,0,0,0,0,0,0
2016,GUM,0,0,0,0,0,300,0,0,40,0,0,27,0,0,7,0,0,0,0,0,0,0,0
2020,GUM,0,0,0,0,0,301,237,0,40,31,0,27,23,0,4,26,0,0,0,0,0,0,0
2024,GUM,0,0,0,0,0,302,257,0,42,34,0,27,25,0,7,45,0,0,0,0,0,0,0
1948,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,GUY,0,0,0,0,0,136,0,0,23,0,0,17,0,0,7,0,0,0,0,0,0,0,0
1968,GUY,0,0,0,0,0,149,0,0,23,0,0,17,0,0,1,0,0,0,0,0,0,0,0
1972,GUY,0,0,0,0,0,151,0,0,23,0,0,17,0,0,6,0,0,0,0,0,0,0,0
1980,GUY,0,0,1,0,1,150,0,0,23,0,0,17,0,0,6,0,0,0,0,0,0,0,0
1984,GUY,0,0,0,0,0,163,136,0,25,23,0,19,17,0,1,7,0,0,0,0,0,0,0
1988,GUY,0,0,0,0,0,172,149,0,24,23,0,18,17,0,6,1,0,0,0,0,0,0,0
1992,GUY,0,0,0,0,0,195,151,0,28,23,0,21,17,0,4,6,0,0,0,0,0,0,0
1996,GUY,0,0,0,0,0,203,150,0,27,23,0,21,17,0,10,6,0,0,0,0,1,0,0
2000,GUY,0,0,0,0,0,221,163,136,29,25,23,21,19,17,12,1,7,0,0,0,0,0,0
2004,GUY,0,0,0,0,0,237,172,149,31,24,23,23,18,17,8,6,1,0,0,0,0,0,0
2008,GUY,0,0,0,0,0,257,195,151,34,28,23,25,21,17,7,4,6,0,0,0,0,0,0
2012,GUY,0,0,0,0,0,271,203,150,37,27,23,25,21,17,9,10,6,0,0,0,0,1,0
2016,GUY,0,0,0,0,0,300,221,163,40,29,25,27,21,19,4,12,1,0,0,0,0,0,0
2020,GUY,0,0,0,0,0,301,237,172,40,31,24,27,23,18,4,8,6,0,0,0,0,0,0
2024,GUY,0,0,0,0,0,302,257,195,42,34,28,27,25,21,4,7,4,0,0,0,0,0,0
1900,HAI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,HAI,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,HAI,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,HAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,HAI,0,0,0,0,0,97,0,0,22,0,0,20,0,0,4,0,0,1,0,0,1,0,0
1972,HAI,0,0,0,0,0,126,0,0,23,0,0,17,0,0,16,0,0,0,0,0,5,0,0
1976,HAI,0,0,0,0,0,109,0,0,20,0,0,14,0,0,3,0,0,0,0,0,1,0,0
1984,HAI,0,0,0,0,0,117,0,0,20,0,0,14,0,0,3,0,0,0,0,0,0,0,0
1988,HAI,0,0,0,0,0,150,97,0,23,22,0,17,20,0,1,4,0,0,1,0,0,1,0
1992,HAI,0,0,0,0,0,195,126,0,28,23,0,21,17,0,7,16,0,0,0,0,0,5,0
1996,HAI,0,0,0,0,0,198,109,0,27,20,0,21,14,0,14,3,0,0,0,0,0,1,0
2000,HAI,0,0,0,0,0,221,117,0,29,20,0,21,14,0,3,3,0,0,0,0,0,0,0
2004,HAI,0,0,0,0,0,237,150,97,31,23,22,23,17,20,5,1,4,0,0,1,0,0,1
2008,HAI,0,0,0,0,0,257,195,126,34,28,23,25,21,17,8,7,16,0,0,0,0,0,5
2012,HAI,0,0,0,0,0,271,198,109,37,27,20,25,21,14,7,14,3,0,0,0,0,0,1
2016,HAI,0,0,0,0,0,300,221,117,40,29,20,27,21,14,5,3,3,0,0,0,0,0,0
2020,HAI,0,0,0,0,0,301,237,150,40,31,23,27,23,17,8,5,1,0,0,0,0,0,0
2024,HAI,0,0,0,0,0,302,257,195,42,34,28,27,25,21,7,8,7,0,0,0,0,0,0
1952,HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,HKG,0,0,0,0,0,149,0,0,23,0,0,17,0,0,9,0,0,0,0,0,0,0,0
1972,HKG,0,0,0,0,0,151,0,0,23,0,0,17,0,0,4,0,0,0,0,0,0,0,0
1976,HKG,0,0,0,0,0,150,0,0,23,0,0,17,0,0,4,0,0,0,0,0,0,0,0
1984,HKG,0,0,0,0,0,163,0,0,25,0,0,19,0,0,50,0,0,0,0,0,0,0,0
1988,HKG,0,0,0,0,0,172,149,0,24,23,0,18,17,0,25,9,0,0,0,0,0,0,0
1992,HKG,0,0,0,0,0,195,151,0,28,23,0,21,17,0,18,4,0,0,0,0,0,0,0
1996,HKG,1,0,0,0,1,198,150,0,27,23,0,21,17,0,50,4,0,0,0,0,0,0,0
2000,HKG,0,0,0,0,0,221,163,0,29,25,0,21,19,0,87,50,0,0,0,0,0,0,0
2004,HKG,0,2,0,0,2,237,172,149,31,24,23,23,18,17,91,25,9,0,0,0,0,0,0
2008,HKG,0,0,0,0,0,257,195,151,34,28,23,25,21,17,66,18,4,0,0,0,0,0,0
2012,HKG,0,0,1,0,1,271,198,150,37,27,23,25,21,17,32,50,4,1,0,0,1,0,0
2016,HKG,0,0,0,0,0,300,221,163,40,29,25,27,21,19,46,87,50,0,0,0,0,0,0
2020,HKG,1,2,5,0,8,301,237,172,40,31,24,27,23,18,42,91,25,0,0,0,2,0,0
2024,HKG,2,0,2,0,4,302,257,195,42,34,28,27,25,21,47,66,18,0,0,0,0,0,0
